timestamp,pool_price_cad_per_mwh,ail_mw,wind_mw
2024-10-22 02:00:00,78.96,9486,238.00220180000002
2024-10-22 03:00:00,80.83,9484,198.38554249999999
2024-10-22 04:00:00,81.33,9529,125.5273
2024-10-22 05:00:00,452.91,9609,73.55220899999999
2024-10-22 06:00:00,559.19,9950,68.62554990000001
2024-10-22 07:00:00,999.96,10388,144.39886539999998
2024-10-22 08:00:00,784.62,10363,318.700433
2024-10-22 09:00:00,479.08,10302,505.9482605
2024-10-22 10:00:00,46.33,10264,767.2272271999998
2024-10-22 11:00:00,27.04,10257,928.7493219
2024-10-22 12:00:00,26.16,10292,1025.1714166
2024-10-22 13:00:00,24.58,10297,1282.5628433999998
2024-10-22 14:00:00,22.1,10274,1446.2285902
2024-10-22 15:00:00,17.84,10356,1583.9593823
2024-10-22 16:00:00,18.47,10488,1637.8544497000003
2024-10-22 17:00:00,34.78,10536,1591.9654983999997
2024-10-22 18:00:00,38.1,10553,1709.0048937
2024-10-22 19:00:00,30.88,10544,2037.7305669999998
2024-10-22 20:00:00,22.96,10423,2537.0103071999997
2024-10-22 21:00:00,21.81,10294,2660.1968575
2024-10-22 22:00:00,22.8,10019,2724.2070814
2024-10-22 23:00:00,23.29,9805,2789.0298408999997
2024-10-23 00:00:00,22.21,9627,2769.2790683
2024-10-23 01:00:00,22.33,9516,2770.5577614999993
2024-10-23 02:00:00,21.17,9468,2822.4335462
2024-10-23 03:00:00,9.66,9496,2982.9431139999997
2024-10-23 04:00:00,0.0,9559,3003.9621517999994
2024-10-23 05:00:00,0.97,9700,3024.3415911000006
2024-10-23 06:00:00,19.89,10142,2580.1554963
2024-10-23 07:00:00,36.04,10546,2131.3980184
2024-10-23 08:00:00,28.03,10468,2140.2398396
2024-10-23 09:00:00,22.19,10553,1981.8938504
2024-10-23 10:00:00,23.78,10611,1556.4932645000001
2024-10-23 11:00:00,25.6,10581,1271.6012504
2024-10-23 12:00:00,37.22,10524,1074.5139967
2024-10-23 13:00:00,42.0,10521,1046.2385100999998
2024-10-23 14:00:00,37.15,10507,1041.6699523000002
2024-10-23 15:00:00,27.45,10484,969.5458755999999
2024-10-23 16:00:00,25.54,10546,1032.5533029
2024-10-23 17:00:00,47.07,10560,1076.0138447000002
2024-10-23 18:00:00,46.91,10544,1188.646549
2024-10-23 19:00:00,30.37,10518,1313.0818255999998
2024-10-23 20:00:00,38.76,10424,1401.4362775000002
2024-10-23 21:00:00,91.07,10300,1522.9344005999997
2024-10-23 22:00:00,28.92,10100,1929.0908189999996
2024-10-23 23:00:00,25.8,9863,2137.9230640000005
2024-10-24 00:00:00,27.48,9639,2042.0082471000003
2024-10-24 01:00:00,31.01,9540,1904.8825719
2024-10-24 02:00:00,33.3,9519,1971.8762623999996
2024-10-24 03:00:00,30.42,9471,1988.8543385
2024-10-24 04:00:00,29.9,9535,1967.3353356
2024-10-24 05:00:00,41.27,9714,1932.6174848999997
2024-10-24 06:00:00,67.71,10087,1906.4801653
2024-10-24 07:00:00,93.4,10511,1782.445725
2024-10-24 08:00:00,63.12,10495,1901.1240232000002
2024-10-24 09:00:00,26.24,10465,2054.1545329
2024-10-24 10:00:00,23.21,10532,1924.4707967999996
2024-10-24 11:00:00,25.23,10460,1710.5178120000005
2024-10-24 12:00:00,22.78,10436,1983.4356085
2024-10-24 13:00:00,21.18,10448,2109.0506095000005
2024-10-24 14:00:00,23.91,10529,1982.9986884000004
2024-10-24 15:00:00,24.33,10478,1853.0946121
2024-10-24 16:00:00,31.26,10505,1572.6847703
2024-10-24 17:00:00,79.52,10561,1624.5306310000003
2024-10-24 18:00:00,68.56,10610,1829.9929189
2024-10-24 19:00:00,27.51,10625,2000.2965512999997
2024-10-24 20:00:00,25.01,10542,2215.1756364
2024-10-24 21:00:00,24.25,10395,2264.5114641
2024-10-24 22:00:00,25.11,10155,2167.6669176
2024-10-24 23:00:00,26.74,9840,1989.8978249
2024-10-25 00:00:00,24.38,9621,1874.8096432999998
2024-10-25 01:00:00,24.61,9518,1615.5942642999996
2024-10-25 02:00:00,24.97,9496,1465.4391538999998
2024-10-25 03:00:00,23.55,9497,1399.3815479
2024-10-25 04:00:00,25.91,9579,1045.7134598999999
2024-10-25 05:00:00,29.77,9793,782.7261348
2024-10-25 06:00:00,57.53,10166,680.2514804000001
2024-10-25 07:00:00,195.07,10519,541.7324949000001
